级别,规则,单词,音标,分块,分块音标,类型,说明
WARN,risky_word_without_sounds,tongue,/tʌŋ/,t | o | ng | ue,,consonant vowel consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,tortoise,/ˈtɔːtəs/,t | or | t | oi | s | e,,consonant r_controlled consonant vowel_team consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,tour,/tʊə/,t | ou | r,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,tourist,/ˈtʊəɪst/,t | ou | r | i | st,,consonant vowel_team consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,toward(s),/təˈwɔːd(z)/,toward(s),,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,towards,/təˈwɔːdz/,t | ow | ar | d | s,,consonant vowel_team r_controlled consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,traffic light,/ˈtræfɪklaɪt/,traffic light,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,triangle,/ˈtraɪæŋɡl/,tr | i | a | ng | le,,consonant vowel vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,truthful,/ˈtruːθfl/,tr | u | th | ful,,consonant vowel consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,typical,/ˈtɪpɪkl/,t | y | p | i | c | al,,consonant consonant consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,high_risk_pattern_split,umbrella,/ʌmˈbrelə/,u | m | br | e | ll | a,/ʌ/ /m/ /br/ /e/ /l/ /ə/,vowel consonant consonant vowel consonant vowel,高风险拼读组合 `mb` 没有作为整体分块。
WARN,weak_visual_split,uncomfortable,/ʌnˈkʌmftəbl/,u | n | c | o | m | f | or | t | a | bl | e,,vowel consonant consonant vowel consonant consonant r_controlled consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,unusual,/ʌnˈjuːʒuəl/,u | n | u | s | u | al,,vowel consonant vowel consonant vowel vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,various,/ˈveəiəs/,v | ar | i | ou | s,,consonant r_controlled vowel vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,vegetable,/ˈvedʒtəbl/,v | e | g | e | t | a | bl | e,,consonant vowel consonant vowel consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,video,/ˈvɪdiəʊ/,v | i | d | e | o,,consonant vowel consonant vowel vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,warmth,/wɔːmθ/,w | ar | m | th,,consonant r_controlled consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,wash,/wɒʃ/,w | a | sh,,consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,Washington,/ˈwɒʃɪŋtən/,W | a | sh | ing | t | o | n,,consonant vowel consonant suffix consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,washroom,/ˈwɒʃruːm/,w | a | sh | r | oo | m,,consonant vowel consonant consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,watch,/wɒtʃ/,w | a | tch,,consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,Wednesday,/ˈwenzdeɪ/,W | ed | n | es | d | ay,,consonant suffix consonant suffix consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,weigh,/weɪ/,w | e | igh,,consonant vowel vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,weight,/weɪt/,w | e | igh | t,,consonant vowel vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,went fishing,/wɛntˈfɪʃɪŋ/,went fishing,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,ing_not_grouped,went fishing,/wɛntˈfɪʃɪŋ/,went fishing,,word,`-ing` 词尾没有作为整体分块。
WARN,risky_word_without_sounds,went hiking,/wɛntˈhaɪkɪŋ/,went hiking,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,ing_not_grouped,went hiking,/wɛntˈhaɪkɪŋ/,went hiking,,word,`-ing` 词尾没有作为整体分块。
WARN,risky_word_without_sounds,went ice-skating,/wɛntice-skating/,went ice-skating,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,went skiing,/wɛntskiɪŋ/,went skiing,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,ing_not_grouped,went skiing,/wɛntskiɪŋ/,went skiing,,word,`-ing` 词尾没有作为整体分块。
WARN,weak_visual_split,woman,/ˈwʊmən/,w | o | m | a | n,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,women,/ˈwɪmɪn/,w | o | m | e | n,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,wooden,/ˈwʊdn/,w | oo | d | e | n,,consonant vowel_team consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,workday,/ˈwɜːkdeɪ/,w | or | k | d | ay,,consonant r_controlled consonant consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,worth,/wɜːθ/,w | or | th,,consonant r_controlled consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,would,/wʊd/,w | ou | l | d,,consonant vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,yeah,/jeə/,y | ea | h,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,you,/ju/,y | ou,,consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,your,/jɔː/,y | ou | r,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,yours,/jɔːz/,y | ou | r | s,,consonant vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,yourself,/jɔːˈself/,y | ou | r | s | e | l | f,,consonant vowel_team consonant consonant vowel consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,yourself,/jɔːˈself/,y | ou | r | s | e | l | f,,consonant vowel_team consonant consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,yourselves,/jəˈselvz/,y | ou | r | s | e | l | v | es,,consonant vowel_team consonant consonant vowel consonant consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,yourselves,/jəˈselvz/,y | ou | r | s | e | l | v | es,,consonant vowel_team consonant consonant vowel consonant consonant suffix,连续单字母视觉拆分过长，教学价值低。
